Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
8533,G&H Group,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102185"")","For seven decades, G&H’s innovative approach to optical component design has been key in advancing the performance and reliability of life science instrumentation for medical microscopy, diagnostic imaging, and laser surgery. We are recognized as a leading provider for photonics in life sciences with our advanced glass and polymer optics, fiber optics, acousto-optics and Pockels cells, targeting medical research, diagnostic imaging, and laser surgery applications worldwide.","=HYPERLINK(""http://gandh.com"")",G&H Group  Dowlish Ford  Ilminster  United Kingdom  TA19 0PF
8659,GF Technology Sdn. Bhd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102600"")","We are coating house located in Penang, Malaysia specialized in Optical Filter with high optical density requirement for fluorescent application, sensor such as SI detector, InGaAs detector, TOF, Raman Spectroscopy application. Our product in filters inclusive of Bandpass, Short Wave Pass, Long Wave Pass, Notch Filters and Dichroic Filters. We also produce high reflective protected, unprotected mirrors, Silver mirror, Multi layer Dielectric Mirror. AR and BS for automotive, XR industry-AR,MR,VR","=HYPERLINK(""http://www.gf-technology.com"")",GF Technology Sdn. Bhd.  Kawasan Perindustrian 4 Mukim 12 Daerah Barat Daya  Plot 108 Hilir Sungai Keluang 5  Bayan Lepas  Malaysia  11900
8575,"Greenlight Optics, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103453"")","Greenlight Optics is a leading optical product development and ISO9001 optics manufacturing company specializing in projection and AR/VR, imaging and sensing systems, LED and laser illumination, and plastic optics. With in-house optical and mechanical design, diamond turning, glass lens manufacturing, CNC machining, plastic optics molding, metrology, and advanced assembly and testing capabilities, Greenlight Optics quickly turns ideas into prototypes and manufactured products.","=HYPERLINK(""http://www.greenlightoptics.com"")","Greenlight Optics, LLC  8940 Glendale Milford Rd  Loveland, OH  United States  45140-8908"
8662,Grintech GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101851"")","GRINTECH manufactures gradient index (GRIN) lenses and lens systems for applications in sensor technology, fiber optics, bio photonics medical imaging, telecommunication and laser diode beam shaping tailored to your specific requirements. Rod and cylindrical lenses are fabricated by unique non-toxic silver ion-exchange technique in glas. Contact: Herbert Stuermer, info@grintech.de","=HYPERLINK(""http://www.grintech.de"")",Grintech GmbH  Otto-Eppenstein-Str. 7  Jena  Germany  07745
8411,Hamamatsu Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102129"")",No Description Found,"=HYPERLINK(""http://www.hamamatsu.com"")","Hamamatsu Corp.  360 Foothill Rd  Bridgewater, NJ  United States  08807-2920"
8472,Heliotis AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102092"")",No Description Found,"=HYPERLINK(""http://www.heliotis.com"")",Heliotis AG  Längenbold 5  Root  Switzerland  6037
8603,HighFinesse GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102741"")","HighFinesse GmbH is a leading global manufacturer in the field of optical measurement technology, headquartered in Tübingen, Germany. We offer innovative, high-precision devices for the photonics industry, telecommunications and scientific research. Our portfolio includes wavelength meters, linewidth analyzers, spectrometers and calibration sources. The WS8 is recognized as the most accurate commercially available wavelength meter and serves as the ultimate tool for laser characterization.","=HYPERLINK(""http://www.highfinesse.com"")",HighFinesse GmbH  Laser and Electronic Systems  Neckarsulmer Strasse 5  Tübingen  Germany  72072
8552,HOLOEYE Photonics AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101383"")","HOLOEYE supplies products and services in the fields of Spatial Light Modulators, a broad range of standard Diffractive Optical Elements as well as customized design and fabrication services for Diffractive Optics and LCOS microdisplay components. HOLOEYE offers highly specialized, most flexible and diversified standard solutions for academic and industrial R&D and provides the highest level of component customization, custom developments, and volume production for industrial integration.","=HYPERLINK(""http://holoeye.com"")",HOLOEYE Photonics AG  Volmerstr. 1  Berlin  Germany  12489
8461,HUBNER Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101897"")","HÜBNER Photonics offers the full range of high performance Cobolt lasers, C-WAVE cw tunable lasers, VALO femtosecond lasers along with a full selection of C-FLEX laser combiners. HÜBNER Photonics Inc. has become a preferred supplier of lasers to major instrument manufacturers and leading research labs for cutting-edge applications in the areas of fluorescence microscopy, multiphoton microscopy, flow cytometry, Raman spectroscopy, metrology, holography, nanophotonic and quantum research.","=HYPERLINK(""http://hubner-photonics.com"")","HUBNER Photonics  2635 N 1st St Ste 228  San Jose, CA  United States  95134-2044"
8656,"HySpex, Norsk Elektro Optikk AS","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102730"")",No Description Found,"=HYPERLINK(""http://www.hyspex.com"")",HySpex  Østensjøveien 34  Oslo  Norway  0667
8540,Ibsen Photonics A/S,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102268"")","Ibsen Photonics provides leading industrial companies with best-in-class gratings and spectrometers. Our compact, high-performance spectrometers boast minimal unit-to-unit performance variation and robust environmental stability, leading to reduced implementation costs and eliminating the need for field calibration and re-calibration. We serve as a strong long-term strategic partner for industrial companies, delivering customized solutions tailored to their specific needs.","=HYPERLINK(""http://www.ibsen.com"")",Ibsen Photonics A/S  Ryttermarken 17  Farum  Denmark  3520
8204,Imagine Optic SA,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102477"")",No Description Found,"=HYPERLINK(""http://www.imagine-optic.com"")",Imagine Optic SA  18 rue Charles de Gaulle  Orsay  France  91400
8467,IMT Precision on Glass,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101432"")","IMT comprises profound knowledge in microtechnology and offers foundry services for all kinds of microstructures on respectively in glass. Standard semiconductor technology enables us to provide our customers with state of the art microfluidic chips such as, flow cells, impedance chips, MEAS, µ-TAS and electrically conductive structures, where glass is first choice!","=HYPERLINK(""http://www.imtag.ch"")",IMT Precision on Glass  Im Langacher 46  Greifensee  Switzerland  8606
8657,InfraTec Infrared LLC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101921"")","InfraTec, founded in 1991 and with its own design, manufacturing and distribution capabilities, is headquartered in Dresden, Germany. Its infrared measurement business unit is one of the leading suppliers of commercial thermal imaging technology including not only infrared cameras but also turnkey thermography automation solutions for numerous applications. The infrared sensor division produces customized components – esp. pyroelectrical infrared detectors.","=HYPERLINK(""http://www.InfraTec-Infrared.com"")","InfraTec Infrared LLC  1900 West Loop South, Suite 1550  Houston, TX  United States  77027"
8224,INO,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102690"")","ISO 13485 certified, INO applies optics, photonics & vision-based innovations to create advanced medical devices, critical components of scientific instruments or optical sensors used in biological processes. INO provides engineering & design services from proof of concept, through prototyping, up to short run series commercial production, supported by INO’s industrialisation team. INO also works in collaboration with research centers, biotech & pharmaceutical companies to develop technolog","=HYPERLINK(""http://www.ino.ca"")","INO  2740 Einstein Rue  Quebec, QC  Canada  G1P 4S4"
8378,"Iradion Laser, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102134"")","Iradion Laser, Inc. Uxbridge, MA, USA, produces the patented CERAMICORE® CO2 lasers. Power levels from 25 to 250 watt with wavelengths of 10.6, 10.2 or 9.3 microns. Benefits include: fast rise/fall times, compact size, superior power stability from 2% to maximum power, and unmatched longevity which exceeds conventional glass and metal tube CO2 lasers. Iradion also offers NANOCORE and FEMTOCORE lasers with superior performance for micro applications. Customized DPSS laser solutions are available.","=HYPERLINK(""http://www.iradionlaser.com"")","Iradion Laser, Inc.  1 Technology Dr  Uxbridge, MA  United States  01569-2282"
8539,Iridian Spectral Technologies Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102203"")",No Description Found,"=HYPERLINK(""http://www.iridian.ca"")","Iridian Spectral Technologies Ltd  2700 Swansea Cres  Ottawa, ON  Canada  K1G 6R8"
8220,Irisiome Solutions,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102932"")",No Description Found,"=HYPERLINK(""http://www.irisiome-solutions.com"")",Irisiome Solutions  Cité de la Photonique  11 Ave de Canteranne  Pessac  France  33600
8318,"ISS, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102110"")","ISS offers spectrofluorometers, time-resolved laser scanning confocal microscopes, FLIM/FCS upgrade kits for commercial confocal microscopes and NIRS biomedical instrumentation for the measurements of oxygen saturation and blood flow in brain and muscle tissue. For the researcher willing to custom-build an instrument, a variety of modular components (laser diodes, lasers launchers, detectors, data acquisition cards, control cards) complements the instrumentation.","=HYPERLINK(""http://www.iss.com"")","ISS, Inc.  1602 Newton Dr  Champaign, IL  United States  61822-1061"
8317,"Isuzu Glass, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101299"")","Isuzu Glass offers a line of optical filters with a variety of spectral characteristics for applications in opto-electronics, office automation equipment, photography, lighting, and medical equipment. Every glass filter has its own spectral characteristics and is manufactured under the strict quality control procedures providing a minimum of bubbles and striae. Physically and chemically stable, the glass is not susceptible to the problems of aging.","=HYPERLINK(""http://www.isuzuglass.com"")","Isuzu Glass, Inc.  23505 Crenshaw Blvd Ste 130  Torrance, CA  United States  90505-5225"
8561,"J.A. Woollam Co., Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101446"")",No Description Found,"=HYPERLINK(""http://www.jawoollam.com"")","J. A. Woollam Co Inc  311 S 7th St  Lincoln, NE  United States  68508-2274"
8643,lambda glass solutions GmbH & Co. KG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102591"")",We are a part of a family owned complex of world leadingsuppliers of Quartz Glass components.Lambda glass solutions realizes super high precise fused silica3D parts with micrometer details and accuracy.,"=HYPERLINK(""http://www.lambda-glass.de"")",lambda glass solutions GmbH & Co. KG  Tempelweg 12  Burgwedel  Germany  30938
8376,LAMBDA-X High-Tech,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102240"")","From initial concept development to the mass production of optimized products, we’re here to support you at every stage. Our services include Conceptual and Feasibility Studies, Design and Engineering, Demonstrators and Prototypes, Industrialization, and OEM Manufacturing. Each service is tailored to meet the intricate needs of your projects, accompanying you from concept to reality.","=HYPERLINK(""http://hightech.lambda-x.com"")",LAMBDA-X High-Tech  Avenue Robert Schuman 102  Nivelles  Belgium  1400
8658,Laser Focus World,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102286"")","Laser Focus World provides the insights and information about photonics-related products and services, its global audience of engineering and research professionals needs to solve their biggest challenges.","=HYPERLINK(""http://www.laserfocusworld.com"")","Laser Focus World  Endeavor Business Media Technology Group  61 Spit Brook Rd Ste 401  Nashua, NH  United States  03060-5614"
8454,LD-PD Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102076"")","LD-PD INC. was established in 2004 ,with its headquarter located in Singapore.LD-PD has been mainly engaged in related laser driver products such as photodetectors and laser diodes.Over the years, we have devoted ourselves to research and have become one of the leading suppliers of photodetectors, laser diodes and related driving products.The core concept of LD-PD is to design and manufacture high power and high reliability products for every customer.","=HYPERLINK(""http://www.ld-pd.com/?"")",LD-PD Inc.  288 Woodlands Loop #04-00  Singapore  Singapore  738100
8306,Leonardo DRS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101373"")","DRS Daylight Solutions, a line of business under Leonardo DRS, provides photonics solutions to researchers, industry allies, and system manufacturers. Daylight specializes in manufacturing high-performance lasers across the spectrum from UV to IR, offering capabilities in broad tuning, narrow linewidth, and high power. The company’s core technologies include a family of quantum cascade lasers (QCL-IR), external cavity diode lasers (EC-DLs), and custom laser engines.","=HYPERLINK(""http://daylightsolutions.com"")","Leonardo DRS  DRS Daylight Solutions  16465 Via Esprillo  San Diego, CA  United States  92127-1701"
8236,LEUKOS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102605"")",No Description Found,"=HYPERLINK(""http://www.leukos-laser.com"")","LEUKOS  Beaublanc , 2 Rue Edouard Michaud  Limoges  France  87100"
8630,"Light Conversion, UAB","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102263"")","LIGHT CONVERSION designs and manufactures femtosecond solutions for industry and science. It includes microscopy-dedicated femtosecond laser sources CRONUS, that cover applications in functional neuroimaging, optogenetics, and deep imaging using medium-repetition-rate three-photon (3P) excitation and fast high-repetition-rate two-photon (2P) imaging, widefield and holographic excitation. The CRONUS series features robust design, automated GDD control, and market-leading output stability.","=HYPERLINK(""http://lightcon.com"")","Light Conversion, UAB  Keramikų g. 2B  Vilnius  Lithuania  10233"
8652,Liquid Instruments,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102048"")",No Description Found,"=HYPERLINK(""http://www.liquidinstruments.com"")","Liquid Instruments  12526 High Bluff Dr Ste 150  San Diego, CA  United States  92130-3044"
8647,Litron Lasers Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101943"")","Specialists in the design and manufacture of pulsed Nd:YAG lasers, PIV Nd:YAG lasers, DPSS Nd:YAG, CW Nd:YLF lasers and true TEM00 lasers. Litron Lasers has enjoyed continued growth and development since our inception in 1997 and now more than 25 years later we sit firmly at the forefront of solid state laser technology with an install base of many thousands of lasers spanning the globe.","=HYPERLINK(""http://www.litronlasers.com"")",Litron Lasers Ltd.  8 Consul Road  Rugby  United Kingdom  CV21 1PB
8655,LouwersHanique,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101724"")","LouwersHanique specializes in laser assisted micromachining (SLE) and thermal forming of quartz, borosilicate and technical ceramics (such as aluminum oxide, silicon carbide, silicon, and Macor). The company activities also include the bonding and [clean room] assembly of unique material combinations based on an extensive range of bonding and integration technologies. We manufacture precision parts as mixers, microfluidics, optical fiber parts from prototypes to volume in (sub)micron precision.","=HYPERLINK(""http://www.louwershanique.com"")",LouwersHanique  Energieweg 3 A  Hapert  Netherlands  5527 AH
8470,"Lumedica, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102883"")",No Description Found,"=HYPERLINK(""http://www.lumedica.com"")","Lumedica Inc  404 Hunt St Ste 510  Durham, NC  United States  27701-2275"
8371,LUMIBIRD,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101681"")","LUMIBIRD is one of the world's leading specialists in lasers. With over 50 years of experience and expertise in solid-state lasers, laser diodes and fiber laser technologies, the group (formerly KEOPSYS-QUANTEL) designs, manufactures and markets high performance lasers for scientific (laboratories and universities), industrial (manufacturing, defense, lidar sensors) and medical. The Group is present on several continents through its 13 production and R&D sites, and employs over 1,000 people.","=HYPERLINK(""http://www.lumibird.com/en"")","LUMIBIRD  49 Willow Peak Dr  Bozeman, MT  United States  59718-9811"
8378,Luxinar Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103554"")","Luxinar, a leader in laser technology, boasts 25+ years in CO₂ lasers up to 1000W and ultrashort pulse laser expertise. Headquartered in the UK, Luxinar has sales/service hubs in Asia, Europe, and North America, with thousands of global installations. Now partnered with Iradion Laser Sources, we provide a wider choice of laser sources, applications and international support across three continents. Our CO₂ laser range extends from 30 to 1000W and we offer a combined short pulse laser portfolio.","=HYPERLINK(""http://www.luxinar.com"")","Luxinar Inc.  51047 Celeste  Shelby Township, MI  United States  48315-2921"
8525,"Mad City Labs., Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101253"")",No Description Found,"=HYPERLINK(""http://www.madcitylabs.com"")","Mad City Labs Inc  2524 Todd Dr  Madison, WI  United States  53713-2317"
8661,Maiman Electronics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101828"")",No Description Found,"=HYPERLINK(""http://www.maimanelectronics.com"")","MES SOLUTIONS DOO  Business Ctr GTC 19 Avenija  Vladimira Popovica 38-40  Belgrade, Beograd  Serbia  11070"
8311,Materion Balzers Optics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101890"")",No Description Found,"=HYPERLINK(""http://www.materion.com/balzersoptics"")","Materion Balzers Optics  2 Lyberty Way  Westford, MA  United States  01886-3616"
8640,"Meadowlark Optics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101622"")","Meadowlark Optics designs, develops, and manufactures polarization systems and components including liquid crystal devices from the UV to MWIR. Standard products include spatial light modulators (high power, high speed, low phase ripple), shutters, rotators, waveplates/retarders, polarizers, and polarimeters. New products include Liquid Crystal Stokes Vector Polarimeter and Liquid Crystal Polarization Gratings for remote focusing & beam steering., and high-power & high speed SLMs.","=HYPERLINK(""http://www.meadowlark.com"")","Meadowlark Optics, Inc.  5964 Iris Pkwy  Frederick, CO  United States  80504-6412"
8676,MedLight SA,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103551"")",No Description Found,"=HYPERLINK(""http://www.medlight.com"")",MedLight SA  Chemin des Larges-Pièces 6  Ecublens VD  Switzerland  1024
8570,MEETOPTICS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102407"")","The largest database in Optics and Photonics. We help researchers and engineers to quickly find, filter, and compare optical components from global suppliers.","=HYPERLINK(""http://www.meetoptics.com"")","MEETOPTICS  Carrer Jordi Girona 1-3, C3, S 1  Barcelona  Spain  08034"
8628,"MegaWatt Lasers, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101275"")","MegaWatt Lasers manufactures application-specific solid-state lasers and components for medical, industrial, and defense applications. Standard products include a complete line of high-quality diffuse-reflector pump chambers for solid-state laser applications. Our pump chamber designs are well suited for both breadboard experimentation as well as OEM applications. MegaWatt Lasers is known for its line of Eyesafe Er: Glass microlasers for various remote sensing applications.","=HYPERLINK(""http://www.megawattlasers.com"")","MegaWatt Lasers, Inc.  PO Box 24190  Hilton Head Island, SC  United States  29925-4190"
8438,Meopta s.r.o.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101901"")",No Description Found,"=HYPERLINK(""http://www.meopta.com"")",Meopta s.r.o.  Kabelíkova 1  Prerov  Czech Republic  750 02
8510,Micro Photon Devices S.r.l.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102737"")","Micro Photon Devices in-depth know-how of SPAD device fabrication and active quenching electronics led the company to develop and market a comprehensive family of single photon avalanche diodes silicon, CMOS or InGaAs/InP technologies. MPD products have ultra-fast timing resolution, high photon detection efficiency, low power consumption, high robustness and reliability.","=HYPERLINK(""http://www.micro-photon-devices.com"")",Micro Photon Devices S.r.l.  Via Walter Gebert Deeg 3E  Bolzano  Italy  39100
8466,MIKROP AG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101742"")","Mikrop is a globally operating technology leader in the area of the miniaturisation of high-precision optics. On behalf of our customers we develop, produce and assemble highly complex optical systems. With our comprehensive technical knowledge we support the need of our customers to develop even smaller, more flexible and higher performing optical devices.","=HYPERLINK(""http://www.mikrop.com"")",MIKROP AG  Industriestr 22  Wittenbach  Switzerland  9301
8302,"MKS Instruments, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102202"")","MKS Instruments enables technologies that transform our world. We deliver foundational technology solutions to leading edge semiconductor manufacturing, electronics and packaging, and specialty industrial applications. We apply our broad science and engineering capabilities to create instruments, subsystems, systems, process control solutions and specialty chemicals technology that improve process performance, optimize productivity and enable unique innovations for many of the world’s leading te","=HYPERLINK(""http://www.mks.com"")","MKS Instruments, Inc.  Suite 201  2 Tech Dr.  North Andover, MA  United States  01810"
8303,m-oem,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102101"")","m-oem is your partner for projects in applied spectroscopy, photonics, electrochemistry, and sensor systems. We provide off-the-shelf precision lasers, component spectrometers, chemical sensors and screen-printed electrodes for integration into instruments and assemblies. Our products are customizable and can be engineered and designed to meet your specific requirements. m-oem is comprised of Innovative Photonic Solutions lasers, B&W Tek spectrometers, Metroglas sensors, and Dropsens electrodes.","=HYPERLINK(""http://www.m-oem.com"")","m-oem  313 Enterprise Dr  Plainsboro, NJ  United States  08536-3344"
8671,"Nanguang Hi-Tech (Xiamen) Laser Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102316"")",No Description Found,"=HYPERLINK(""http://en.ng-laser.com"")","Nanguang Hi-Tech (Xiamen) Laser Co., Ltd  No 370 Chengyi St Unit 1002  Xiamen, FJ  China  361000"
8541,Nanoscribe GmbH & Co. KG,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101852"")","We provide the most advanced, high-precision 3D printers and grayscale lithography systems with application-specific solutions. As the leading innovator and market leader in additive manufacturing, we provide application-specific solutions at the nano-, micro-, meso- and macro-scale. Our patented technology empowers cutting-edge science and drives industrial innovations in various sectors, including microoptics, micromechanics, biomedical engineering, and photonics technologies.","=HYPERLINK(""http://www.nanoscribe.com"")",Nanoscribe GmbH & Co. KG  Hermann-von-Helmholtz-Platz 6  Eggenstein-Leopoldshafen  Germany  76344
8302,Newport / An MKS Brand,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102683"")","Newport is a brand within the MKS Instruments Photonics Solutions Division. The Newport product portfolio consists of a full range of solutions including precision motion control, optical tables and vibration isolation systems, photonics instruments, optics and opto-mechanical components. For more information, visit www.newport.com.","=HYPERLINK(""http://www.newport.com"")","Newport / An MKS Brand  1791 Deere Ave  Irvine, CA  United States  92606-4814"
8340,NIH P41 CLIMB Ctr at U of I,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102361"")","The Center for Label-free Imaging and Multiscale Biophotonics (CLIMB) is an NIH NIBIB P41 Biomedical Technology Research Resource that develops cutting-edge optical and computational imaging technologies for boosting our understanding of biomedicine, from the molecular to the organism scale. CLIMB is establishing a unique technology and training hub for addressing grand challenges in biomedicine, with special emphasis in cancer diagnosis and neurodegenerative diseases.","=HYPERLINK(""http://climb.illinois.edu"")","NIH P41 CLIMB Ctr at U of I  405 N Mathews Ave  Urbana, IL  United States  61801-2325"
8401,NKT Photonics Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102003"")","Established in Denmark by scientists and engineers, NKT Photonics is based on a foundation of innovation and passion for photonics. We are the leading supplier of high-performance fiber lasers and photonic crystal fibers. We aim to make a difference in the World and are involved in projects that will transform the way we live through life science, renewable energy, and the basic understanding of the Universe. NKT Photonics is headquartered in Denmark and is a subsidiary of Hamamatsu Photonics.","=HYPERLINK(""http://www.nktphotonics.com"")","NKT Photonics Inc.  23 Drydock Ave Ste 410E  Boston, MA  United States  02210-2539"
8430,NoIR InSight,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102046"")","NoIR is a leading manufacturer of internationally certified laser safety eyewear, supplying custom solutions for new applications and energy sources, with commitment to quality and customer service. Our LaserShield® filters afford high Optical Densities without sacrificing visibility, while delivering the highest damage threshold ratings possible for femtosecond and high energy pulses. With over 130 selections available in frames to fit any face, NoIR LaserShields keep you safe and comfortable.","=HYPERLINK(""http://www.noirinsight.com"")","NoIR InSight  LaserShield  4975 Technical Dr  Milford, MI  United States  48381-3952"
8373,North American Coating Labs.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101370"")","North American Coating Laboratories provides coatings for a variety of customers in the polymer and glass optics markets. Our experience in both dip and vacuum-applied processes make NACL one of the most respected organizations in the optical coating field. Our coating competencies include protective, reflective, anti-reflective, filter, conductive, ITO, chemically resistive, and infrared coatings. North American Coating Laboratories is an ISO 9001 certified and ITAR registered organization.","=HYPERLINK(""http://www.nacl.com"")","North American Coating Labs.  9450 Pineneedle Dr  Mentor, OH  United States  44060-1828"
8316,NovelBeam,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101753"")","NovelBeam constantly innovates on optical processing, high-energy optical coating, LED thermal management, LED driving technology, and customized illumination and imaging system design. Optical Division of NovelBeam has been adapting and improving optics technology for micro optics, IVD, stomatology, industrial laser and many other applications, offering design solutions and rapid R&D prototyping as well as high volume manufacturing with repeatable performance and reliability.","=HYPERLINK(""http://en.novelbeam.com"")","NovelBeam  No. 100 Keyuanweisi Road  Qingdao, SD  China  266100"
8681,NYFORS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=101599"")","NYFORS is your innovative supplier of advanced glass processing and preparation equipment for specialty optical fiber splicing operations. We supply reliable and precise solutions tailored to the individual challenges of our customers. Our highly automated systems lead to consistent, high yield production for both high and low volume. Our portfolio currently includes: CO2 laser splicing and glass shaping equipment, recoaters, automatic systems for preparation, fiber-end and window stripping.","=HYPERLINK(""http://www.nyfors.com"")",NYFORS  Solkraftsvägen 12  Stockholm  Sweden  135 70
8325,OFS,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102222"")","OFS is a world-leading designer, manufacturer and provider of optical fiber, fiber optic cable, connectivity, fiber-to-the-subscriber (FTTx) and specialty fiber optic products. We put our development and manufacturing resources to work creating solutions for applications in such areas as communications, medicine, industrial automation, sensing, aerospace, defense and energy. We provide fiber optic solutions that help our customers meet their needs today and into the future.","=HYPERLINK(""http://www.ofsoptics.com"")","OFS  55 Darling Dr  Avon, CT  United States  06001-4273"
8666,"Omega Optical, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102190"")","Omega Optical designs, manufactures, and coats critical optical elements that guide light between source and sensor. Our Optical Filters, Diffraction Gratings, IR optics, and Custom Coating products all help to make the world healthier, safer, and more productive.","=HYPERLINK(""http://www.omega-optical.com"")","Omega Optical, LLC  21 Omega Dr  Brattleboro, VT  United States  05301-4444"
8673,Openwater,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=102974"")",No Description Found,"=HYPERLINK(""http://www.openwater.health"")","Openwater  733 Front St Ste C1A  San Francisco, CA  United States  94111-1993"
8670,"Opticho Inc., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103003"")",No Description Found,"=HYPERLINK(""http://opticho.com"")","Opticho Inc Ltd  532 Changup ground  87 Cheonam-ro  Nam-Gu, Pohang-Si  China  37673"
8206,"Optics Technology, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5010&ExhibitorID=103025"")",No Description Found,"=HYPERLINK(""http://www.opticstechnology.com"")","Optics Technology Inc  3800 Monroe Ave Ste 3  Pittsford, NY  United States  14534-1330"
